id,약국명,상세주소,위도,경도
PHMD119843080033084000002,요나약국,서울특별시 강북구 솔샘로 254 (미아동),,
PHMD119933080033084000004,화신약국,서울특별시 강북구 삼양로 424 (수유동),,
PHMD120143080033084000009,수종로약국,서울특별시 강북구 도봉로 61 1층 (미아동),,
PHMD120183080033084000006,새한약국,서울특별시 강북구 도봉로 67 새한빌딩 1층 102호 (미아동),,
PHMD120183080033084000007,화원약국,서울특별시 강북구 삼양로 469 1층 (수유동),,
PHMD120143080033084000012,삼성약국,서울특별시 강북구 한천로 1120 (수유동),,
PHMD120143080033084000013,바른약국,서울특별시 강북구 노해로 95-1 1층 (수유동),,
PHMD120143080033084000014,삼화온누리약국,서울특별시 강북구 도봉로 196 1층 (미아동),,
PHMD120153080033084000015,소망약국,서울특별시 강북구 한천로 1088 1층 (수유동 현진빌딩),,
PHMD119913080033084000006,선영약국,서울특별시 강북구 노해로23길 73 (수유동),,
PHMD119933080033084000007,솔샘약국,서울특별시 강북구 솔샘로 295-1 (미아동),,
PHMD119943080033084000001,삼우약국,서울특별시 강북구 삼양로 581 (우이동),,
PHMD119903080033084000002,안국온누리약국,서울특별시 강북구 한천로 1058 (수유동),,
PHMD119753080033084000004,백십자약국,서울특별시 강북구 인수봉로 192 (수유동),,
PHMD119763080033084000001,오수약국,서울특별시 강북구 도봉로53길 32 (미아동),,
PHMD119763080033084000002,청구약국,서울특별시 강북구 삼양로 255 (미아동),,
PHMD119913080033084000003,번동약국,서울특별시 강북구 오현로32길 4-3 1층 (번동),,
PHMD119793080033084000001,삼천약국,서울특별시 강북구 삼양로 293 (수유동),,
PHMD120123080033084000014,사랑온누리약국,서울특별시 강북구 도봉로 40 (미아동),,
PHMD120123080033084000015,미양온누리약국,서울특별시 강북구 솔샘로 229-1 (미아동),,
PHMD120033080033084000015,은행나무약국,서울특별시 강북구 삼양로 161 (미아동),,
PHMD120173080033084000005,친절한약국,서울특별시 강북구 도봉로 325 4층 (수유동 수성타워),,
PHMD120173080033084000006,서울진약국,서울특별시 강북구 삼양로 319 1층 (수유동),,
PHMD120173080033084000007,미아역온누리약국,서울특별시 강북구 도봉로 217 1층 (미아동),,
PHMD120173080033084000009,대지약국,서울특별시 강북구 삼양로 247 3층 (미아동),,
PHMD120173080033084000010,삼양약국,서울특별시 강북구 솔매로 80 1층 (미아동),,
PHMD120183080033084000005,엔젤팜약국,서울특별시 강북구 삼양로19길 59 대선빌딩 1층 (미아동),,
PHMD119983080033084000004,직영약국,서울특별시 강북구 도봉로67길 13 (미아동),,
PHMD119983080033084000005,늘푸른약국,서울특별시 강북구 월계로7나길 9 (미아동),,
PHMD119993080033084000005,신통일약국,서울특별시 강북구 한천로123길 14 (번동),,
PHMD120003080033084000001,만남온누리약국,서울특별시 강북구 삼양로 675 (우이동),,
PHMD120003080033084000002,누가약국,서울특별시 강북구 솔샘로 254 (미아동),,
PHMD120023080033084000006,강북다모아약국,서울특별시 강북구 도봉로 79 (미아동),,
PHMD120003080033084000003,부부약국,서울특별시 강북구 오패산로 112 (미아동),,
PHMD120003080033084000005,메디팜한마음약국,서울특별시 강북구 오현로32길 3 (번동),,
PHMD120003080033084000006,보건약국,서울특별시 강북구 오현로31길 147 201호 (번동 주공5단지복합상가),,
PHMD120003080033084000007,녹십자약국,서울특별시 강북구 도봉로 255 1층 (수유동 나라빌딩),,
PHMD120143080033084000001,봄약국,서울특별시 강북구 도봉로 34 (미아동 트레지오상가 1층),,
PHMD119683080033084000001,길약국,서울특별시 강북구 도봉로67길 21 (미아동),,
PHMD120143080033084000004,중앙약국,서울특별시 강북구 오현로 191 (번동),,
PHMD120173080033084000011,미아팜약국,서울특별시 강북구 도봉로 65 1층 (미아동),,
PHMD119793080033084000003,새서울약국,서울특별시 강북구 삼양로 184 (미아동),,
PHMD119823080033084000002,지영약국,서울특별시 강북구 삼양로 423 (수유동),,
PHMD119813080033084000001,진약국,서울특별시 강북구 한천로 1148 (수유동),,
PHMD119813080033084000002,어약국,서울특별시 강북구 삼각산로 132 (수유동),,
PHMD119913080033084000005,한독약국,서울특별시 강북구 수유로23길 57 (수유동),,
PHMD120133080033084000009,필약국,서울특별시 강북구 오현로 193 (번동),,
PHMD120133080033084000010,조아약국,서울특별시 강북구 도봉로13길 13 (미아동),,
PHMD119823080033084000001,민정약국,서울특별시 강북구 오패산로30길 41 (미아동),,
PHMD120063080033084000006,솔약국,서울특별시 강북구 솔샘로 167 지하층 312호 (미아동 상가동),,
PHMD120063080033084000007,밝은온누리약국,서울특별시 강북구 삼양로 191 (미아동),,
PHMD120063080033084000008,그린팜약국,서울특별시 강북구 도봉로 329 5층 (수유동),,
PHMD120073080033084000005,매일약국,서울특별시 강북구 도봉로 389 1층 (수유동),,
PHMD120073080033084000006,에버그린약국,서울특별시 강북구 한천로 1000 (번동),,
PHMD120073080033084000008,드림약국,서울특별시 강북구 덕릉로 136 2층 (번동 삼양빌딩),,
PHMD120073080033084000009,솔샘우리약국,서울특별시 강북구 솔샘로 203 1층 (미아동),,
PHMD120083080033084000001,생수당약국,서울특별시 강북구 오패산로52길 51 지층 1호 (미아동 화랑빌라),,
PHMD120133080033084000011,고전약국,서울특별시 강북구 도봉로 167 2층 (미아동 아름빌딩),,
PHMD120083080033084000005,오렌지약국,서울특별시 강북구 솔샘로 184 SK아파트주상가 115~116호 (미아동),,
PHMD120143080033084000008,수유프라자약국,서울특별시 강북구 덕릉로 42 1층 (수유동),,
PHMD120163080033084000002,한빛약국,서울특별시 강북구 도봉로 52 7층 (미아동 연이빌딩),,
PHMD120163080033084000003,SK온누리약국,서울특별시 강북구 솔샘로 184 에스케이북한산시티 112~113호 (미아동),,
PHMD120163080033084000004,메디팜 수유대학약국,서울특별시 강북구 삼양로 433 삼원빌딩 1층 (수유동),,
PHMD120173080033084000003,재원약국,서울특별시 강북구 오패산로30길 30 상가동 1층 120호 (미아동 경남아너스빌),,
PHMD119683080033084000003,바우약국,서울특별시 강북구 삼양로 509 (수유동),,
PHMD119693080033084000001,영약국,서울특별시 강북구 한천로170길 5 (수유동),,
PHMD119703080033084000001,송일약국,서울특별시 강북구 도봉로18길 46 (미아동),,
PHMD120043080033084000006,대창약국,서울특별시 강북구 월계로 53 (미아동),,
PHMD120043080033084000008,정해약국,서울특별시 강북구 삼양로 516 (수유동),,
PHMD120053080033084000002,참사랑약국,서울특별시 강북구 도봉로 197 (미아동),,
PHMD120053080033084000004,푸른약국,서울특별시 강북구 삼양로 309 (수유동),,
PHMD120053080033084000005,옵티마네오프라자약국,서울특별시 강북구 도봉로 352 102호 (번동 효성네오인텔리안),,
PHMD120053080033084000006,밀알약국,서울특별시 강북구 덕릉로 79 (수유동),,
PHMD120053080033084000007,한사랑온누리약국,서울특별시 강북구 인수봉로 142 (수유동),,
PHMD120053080033084000009,윤약국,서울특별시 강북구 한천로 1071 (수유동),,
PHMD120053080033084000011,가족사랑약국,서울특별시 강북구 오패산로52길 39 (미아동),,
PHMD120063080033084000001,동북약국,서울특별시 강북구 솔샘로 233 305호 (미아동),,
PHMD120183080033084000010,라라온누리약국,서울특별시 강북구 도봉로 295 1층 (수유동),,
PHMD120183080033084000011,숭인약국,서울특별시 강북구 도봉로 59 1층 (미아동),,
PHMD120183080033084000009,엄마약국,서울특별시 강북구 도봉로14길 7-8 1층 (미아동),,
PHMD120203080033084000008,참약국,서울특별시 강북구 한천로 1118 JK빌딩 1층 104호 (수유동),,
PHMD120203080033084000009,수유시장약국,서울특별시 강북구 도봉로 247 1층 (미아동),,
PHMD120203080033084000007,가까운현대약국,서울특별시 강북구 한천로132길 28 (번동),,
PHMD120213080033084000003,수유파랑새약국,서울특별시 강북구 삼양로123길 6-8 1층 (수유동),,
PHMD120213080033084000004,백화점약국,서울특별시 강북구 도봉로96길 11 1층 (번동),,
PHMD120183080033084000012,우리대한약국,서울특별시 강북구 도봉로81길 3 1층 (수유동),,
PHMD120213080033084000001,더사랑약국(The사랑약국),서울특별시 강북구 삼양로 190 백운M빌딩 1층 (미아동),,
PHMD120213080033084000002,윤슬약국,서울특별시 강북구 삼양로 162 젬스톤프라자 1층 106호 (미아동),,
PHMD120193090033084000001,일충프라자약국,서울특별시 도봉구 도봉로 575 삼환프라자 103호 (쌍문동),,
PHMD120193090033084000002,힘찬약국,서울특별시 도봉구 삼양로 580-4 1층 101호 (쌍문동 노스브릭),,
PHMD120193090033084000003,청춘약국,서울특별시 도봉구 도봉로180길 46 1층 101호 (도봉동),,
PHMD120223090033084000001,지안약국,서울특별시 도봉구 도봉로150길 8 이안테라디움방학역 105호 (방학동),,
PHMD120203090033084000001,튼튼약국,서울특별시 도봉구 방학로 169 1층 (방학동),,
PHMD120183090033084000005,종로프라자약국,서울특별시 도봉구 노해로65길 14-3 1층 (창동),,
PHMD120203090033084000003,별약국,서울특별시 도봉구 도봉로 927 1층 (도봉동),,
PHMD120213090033084000006,즐거운약국,서울특별시 도봉구 노해로63길 79 우림빌딩 111호 (창동),,
PHMD120203090033084000004,소망약국,서울특별시 도봉구 마들로 691 1층 (도봉동),,
PHMD120203090033084000005,우리들약국,서울특별시 도봉구 도봉로145나길 7 (방학동),,
PHMD120213090033084000005,참약국,서울특별시 도봉구 해등로 190 2층 217호 (쌍문동 신원주상복합2차아파트),,
PHMD120213090033084000004,명문약국,서울특별시 도봉구 우이천로 300(쌍문동),,
PHMD120213090033084000003,초롱약국,서울특별시 도봉구 노해로65길 17 중앙빌딩 1층 8호 (창동),,
PHMD120183090033084000004,스타빌약국,서울특별시 도봉구 노해로63길 84-9 창동 SR스타빌 3층 302호 (창동),,
PHMD120013090033084000014,도봉태평양약국,서울특별시 도봉구 도봉로 821 1층 (도봉동),,
PHMD120013090033084000016,햇빛약국,서울특별시 도봉구 도당로13길 16 (방학동),,
PHMD119883090033084000010,대영약국,서울특별시 도봉구 도봉로129길 26 (쌍문동),,
PHMD120163090033084000004,산들약국,서울특별시 도봉구 도당로13길 17 1층 (방학동),,
PHMD120153090033084000012,착한약국,서울특별시 도봉구 덕릉로 253 1층 (창동),,
PHMD120163090033084000006,신원약국,서울특별시 도봉구 노해로63길 78 4층 (창동),,
PHMD120163090033084000007,금빛약국,서울특별시 도봉구 덕릉로 238 1층 (창동),,
PHMD119763090033084000002,자모약국,서울특별시 도봉구 도봉로133길 14 A동 101호 (쌍문동 성원하이츠아파트),,
PHMD119973090033084000022,종로세명약국,서울특별시 도봉구 방학로 176 (방학동),,
PHMD120163090033084000008,팜코리아약국,서울특별시 도봉구 도봉로 733 1층 (도봉동),,
PHMD120073090033084000004,상록수온누리약국,서울특별시 도봉구 도당로13길 8 (방학동),,
PHMD119923090033084000006,부광약국,서울특별시 도봉구 덕릉로 398 주공아파트17단지상가 120호 (창동),,
PHMD120123090033084000004,온누리수약국,서울특별시 도봉구 해등로 190 3층 314호 (쌍문동),,
PHMD119783090033084000003,부부약국,서울특별시 도봉구 도봉로181길 46 (도봉동),,
PHMD120063090033084000009,신창약국,서울특별시 도봉구 덕릉로 258 (창동),,
PHMD120003090033084000033,방학약국,서울특별시 도봉구 도봉로 729 (방학동),,
PHMD120003090033084000038,후문약국,서울특별시 도봉구 도봉로109길 58 (쌍문동),,
PHMD120013090033084000001,태양약국,서울특별시 도봉구 도봉로 479 (쌍문동),,
PHMD120123090033084000006,쌍문마이팜약국,서울특별시 도봉구 도봉로141길 11 1층 (쌍문동),,
PHMD120123090033084000008,도봉월드약국,서울특별시 도봉구 마들로 650 (방학동),,
PHMD120123090033084000009,쌍문상록수약국,서울특별시 도봉구 해등로26길 7 (쌍문동 우진빌딩 110116호),,
PHMD120003090033084000008,정문약국,서울특별시 도봉구 우이천로 302 (쌍문동),,
PHMD119763090033084000001,신신약국,서울특별시 도봉구 도봉로113길 16 (쌍문동),,
PHMD119993090033084000017,용호약국,서울특별시 도봉구 노해로41길 42 (쌍문동),,
PHMD120153090033084000010,아이약국,서울특별시 도봉구 도봉로 461 우림빌딩 1층 (쌍문동),,
PHMD120073090033084000017,삼성늘푸른약국,서울특별시 도봉구 도봉로 476 206호 (창동 삼성쉐르빌퍼스티),,
PHMD120103090033084000002,아름다운약국,서울특별시 도봉구 도봉로 551 (쌍문동),,
PHMD120103090033084000004,명산약국,서울특별시 도봉구 노해로 384 2층 203-1호 (창동 동아상가),,
PHMD119863090033084000006,쌍문약국,서울특별시 도봉구 도봉로 473-1 (쌍문동),,
PHMD120143090033084000009,하나약국,서울특별시 도봉구 마들로 697 (도봉동),,
PHMD120093090033084000014,성가온누리약국,서울특별시 도봉구 도당로 133 (방학동),,
PHMD119903090033084000004,백세약국,서울특별시 도봉구 도당로15길 12 (방학동),,
PHMD120003090033084000022,메디약국,서울특별시 도봉구 방학로 183 (방학동),,
PHMD119783090033084000004,제생약국,서울특별시 도봉구 도당로 94 (방학동),,
PHMD119983090033084000003,민중약국,서울특별시 도봉구 덕릉로 235 (창동),,
PHMD119913090033084000001,보화당약국,서울특별시 도봉구 노해로69길 15 (창동),,
PHMD120103090033084000019,메디칼2층약국,서울특별시 도봉구 도봉로 484 2층 (창동 청우빌딩),,
PHMD119953090033084000016,백운약국,서울특별시 도봉구 도봉로 468 (창동),,
PHMD120003090033084000016,광장온누리약국,서울특별시 도봉구 노해로 389 101~104호 (창동 제일빌딩),,
PHMD120003090033084000017,우리약국,서울특별시 도봉구 도봉로 551-10 (쌍문동),,
PHMD120003090033084000018,가야온누리약국,서울특별시 도봉구 노해로65길 17-9 102103호 (창동 삼원프라자),,
PHMD120123090033084000014,새순보당약국,서울특별시 도봉구 덕릉로 233-5 (창동),,
PHMD120103090033084000020,후문한일약국,서울특별시 도봉구 노해로40길 72 (쌍문동 쌍문한양아파트),,
PHMD119813090033084000002,서진약국,서울특별시 도봉구 마들로 686 103호 (도봉동),,
PHMD120153090033084000002,중앙온누리약국,서울특별시 도봉구 덕릉로 241 1층 (창동),,
PHMD120153090033084000003,창동남대문약국,서울특별시 도봉구 덕릉로 223 (창동),,
PHMD119913090033084000003,태양당약국,서울특별시 도봉구 시루봉로15길 36 (방학동),,
PHMD119913090033084000008,정대식약국,서울특별시 도봉구 노해로70길 54 122호 (창동 주공19단지 상가),,
PHMD119963090033084000014,은약국,서울특별시 도봉구 도봉로 473 (쌍문동),,
PHMD120103090033084000010,웰빙약국,서울특별시 도봉구 도봉로 604 1층 (창동),,
PHMD120103090033084000012,무지개온누리약국,서울특별시 도봉구 도봉로 471 (쌍문동),,
PHMD120103090033084000013,메디칼약국,서울특별시 도봉구 도봉로 677 105호 (방학동),,
PHMD120103090033084000014,월드중앙약국,서울특별시 도봉구 마들로 650 104-2호 (방학동 도봉월드상가),,
PHMD119963090033084000011,청솔동아약국,서울특별시 도봉구 노해로69길 103 상가동 107호 (창동 동아청솔아파트),,
PHMD120053090033084000003,쉐르빌약국,서울특별시 도봉구 도봉로 476 109호 (창동 삼성쉐르빌퍼스티),,
PHMD120053090033084000006,초록약국,서울특별시 도봉구 방학로 163 (방학동),,
PHMD120053090033084000009,건강제일녹십자약국,서울특별시 도봉구 해등로 190 (쌍문동),,
PHMD119833090033084000004,유림당약국,서울특별시 도봉구 해등로 109 창동1단지주공아파트 상가동 104호 (창동),,
PHMD120003090033084000002,메디슨약국,서울특별시 도봉구 해등로 255 101동 102호 (쌍문동 신원상가에벤에셀),,
PHMD120003090033084000003,장수당약국,서울특별시 도봉구 도봉로 859 (도봉동),,
PHMD119913090033084000009,희정약국,서울특별시 도봉구 마들로 859-19 109호 (도봉동 한신아파트근린상가),,
PHMD119823090033084000006,늘편한약국,서울특별시 도봉구 덕릉로 218-1 1층 (창동 좌측),,
PHMD119993090033084000006,메디팜큰사랑약국,서울특별시 도봉구 도봉로 488 (창동),,
PHMD120003090033084000006,나진약국,서울특별시 도봉구 방학로 223 101호 (방학동 사천목씨종친회관),,
PHMD119863090033084000003,송이약국,서울특별시 도봉구 도봉로113길 41 (쌍문동),,
PHMD120003090033084000023,뉴메디슨약국,서울특별시 도봉구 해등로 255 101동 207호 (쌍문동 에벤에셀),,
PHMD120063090033084000008,은혜약국,서울특별시 도봉구 도봉로118길 11 (창동),,
PHMD120053090033084000020,창동이화약국,서울특별시 도봉구 노해로 341 305호 (창동 창동신원리베르텔),,
PHMD120053090033084000025,정민약국,서울특별시 도봉구 도봉로 887 (도봉동),,
PHMD120063090033084000001,방학세계로약국,서울특별시 도봉구 방학로 159 (방학동),,
PHMD120063090033084000002,엔젤팜약국,서울특별시 도봉구 방학로3길 121 (쌍문동),,
PHMD120113090033084000002,파마트열린약국,서울특별시 도봉구 해등로 218 102호 (쌍문동 보성상가),,
PHMD120113090033084000003,녹십자약국,서울특별시 도봉구 우이천로4길 32 1층 (창동),,
PHMD119733090033084000002,건강약국,서울특별시 도봉구 도당로 109 방학동상가주택 1층 102호 (방학동),,
PHMD119843090033084000001,영훈약국,서울특별시 도봉구 덕릉로 222 (창동),,
PHMD119853090033084000003,혜민약국,서울특별시 도봉구 도봉로159길 17 (도봉동),,
PHMD120093090033084000012,진성온누리약국,서울특별시 도봉구 도봉로 681 (방학동),,
PHMD120133090033084000004,이화태평양약국,서울특별시 도봉구 덕릉로 239 (창동),,
PHMD120063090033084000003,영락온누리약국,서울특별시 도봉구 시루봉로 290 (도봉동),,
PHMD120203090033084000008,대우약국,서울특별시 도봉구 덕릉로63가길 61 상가동 203호 (창동),,
PHMD120183090033084000006,뉴지명약국,서울특별시 도봉구 덕릉로 236 1층 (창동),,
PHMD120183090033084000007,늘기쁜약국,서울특별시 도봉구 도봉로 726 1층 (방학동),,
PHMD120173090033084000012,방학태평양약국,서울특별시 도봉구 도당로 80 방학동근생 1층 (방학동),,
PHMD120173090033084000014,한마음약국,서울특별시 도봉구 도봉로150길 43 2층 215호 (방학동 ESA 아파트),,
PHMD120183090033084000002,유경약국,서울특별시 도봉구 마들로 684 1층 (도봉동),,
PHMD120183090033084000003,푸른약국,서울특별시 도봉구 도봉로180나길 34 1층 (도봉동),,
PHMD120023090033084000013,늘푸른약국,서울특별시 도봉구 도봉로163길 7 (도봉동),,
PHMD120023090033084000016,고명약국,서울특별시 도봉구 도봉로 724 (방학동),,
PHMD120173090033084000008,참좋은약국,서울특별시 도봉구 도봉로 496 1층 102호 (창동),,
PHMD120163090033084000013,중앙약국,서울특별시 도봉구 도봉로 452 1층 (창동),,
PHMD120023090033084000009,새보은약국,서울특별시 도봉구 삼양로154길 42 (쌍문동),,
PHMD120163090033084000014,희망약국,서울특별시 도봉구 해등로16길 26 104호 (창동 타임프라자),,
PHMD120173090033084000002,드림약국,서울특별시 도봉구 마들로 650 3층 319호 (방학동 도봉월드상가),,
PHMD120173090033084000004,하나로약국,서울특별시 도봉구 마들로11길 20 1층 (창동 농협창동유통센타),,
PHMD120173090033084000005,메디팜건강약국,서울특별시 도봉구 도봉로 487 1층 (쌍문동),,
PHMD120173090033084000006,드림온누리약국,서울특별시 도봉구 마들로 551 상가동 1층 120호 (창동 쌍용아파트),,
PHMD120043090033084000004,약손약국,서울특별시 도봉구 도봉로 601 (쌍문동),,
PHMD120183090033084000010,창동종로약국,서울특별시 도봉구 노해로63길 84-3 1층 (창동),,
PHMD120213090033084000001,더튼튼약국,서울특별시 도봉구 노해로65길 10 1층 (창동),,
PHMD119933090033084000010,손온누리약국,서울특별시 도봉구 도봉로 626 (창동),,
PHMD120183100034084000018,정성약국,서울특별시 노원구 한글비석로 263 성모빌딩 302-1호 (중계동),,
PHMD120193100034084000003,준효약국,서울특별시 노원구 공릉로 138 준효약국 1층 (공릉동),,
PHMD120193100034084000005,태양프라자약국,서울특별시 노원구 덕릉로 773 상계이씨빌딩 1층 (상계동),,
PHMD120193100034084000006,참조은약국,서울특별시 노원구 상계로3길 10 한일빌딩 106호 (상계동),,
PHMD120193100034084000008,튼튼온누리약국,서울특별시 노원구 수락산로 232 미네르바빌딩 102호 (상계동),,
PHMD120193100034084000007,메디팜샛별약국,서울특별시 노원구 동일로 1547 동남빌딩 1층 102호 (상계동),,
PHMD120193100034084000009,무궁화약국,서울특별시 노원구 한글비석로 77 한성여객(주) (하계동),,
PHMD120193100034084000010,초록약국,서울특별시 노원구 한글비석로 384 대호프라자 315호 316호 (중계동),,
PHMD120193100034084000011,더조은약국,서울특별시 노원구 한글비석로 235 하나프라자빌딩 4층 405호 (중계동),,
PHMD120193100034084000017,바른약국,서울특별시 노원구 동일로 1028 한의학명가 1층 106호 (공릉동),,
PHMD120193100034084000016,다온약국,서울특별시 노원구 노해로 495 삼성빌딩 1층 102103호 (상계동),,
PHMD120193100034084000014,동방약국,서울특별시 노원구 노해로 456 동방빌딩 1층 (상계동),,
PHMD120223100034084000004,샌트럴 이든 약국,서울특별시 노원구 덕릉로126길 2 B101호 (상계동),,
PHMD120223100034084000006,해링턴원약국,서울특별시 노원구 공릉로34길 86 상가동 207호 (공릉동 태릉해링턴플레이스),,
PHMD120223100034084000005,노원4층약국,서울특별시 노원구 덕릉로 744 금강빌딩 4층 (상계동),,
PHMD120223100034084000003,올바른약국,서울특별시 노원구 동일로 1493 상계주공아파트(10단지) 105호 (상계동),,
PHMD120203100034084000003,봄날약국,서울특별시 노원구 마들로 31 제주상가동 110호 (월계동 그랑빌아파트),,
PHMD120203100034084000001,상계사랑약국,서울특별시 노원구 한글비석로 383 삼창타워프라자 1층 626364798081호 (중계동),,
PHMD120203100034084000004,우리조은약국,서울특별시 노원구 동일로 1689 2층 206호 (상계동 하이베라스),,
PHMD120223100034084000002,밝은미소약국,서울특별시 노원구 석계로3길 3 한주빌딩 1층 (월계동),,
PHMD120223100034084000001,청년약국,서울특별시 노원구 공릉로 213 102동 103호 (공릉동 동신아파트),,
PHMD120203100034084000006,정다운약국,서울특별시 노원구 초안산로2라길 26 상가동 204호 (월계동 월계센트럴아이파크),,
PHMD120203100034084000007,하얀약국,서울특별시 노원구 동일로197길 21 우성빌딩 1층 (공릉동),,
PHMD120213100034084000017,건강한생활약국,서울특별시 노원구 노해로 490 길빌딩 1층 107호 (상계동),,
PHMD120213100034084000016,김약국,서울특별시 노원구 섬밭로 258 건영옴니백화점 5층 (중계동),,
PHMD120183100034084000015,샘약국,서울특별시 노원구 한글비석로 270 스카이타워 1층 103호 (중계동),,
PHMD120203100034084000008,새빛약국,서울특별시 노원구 동일로 1405 국민은행노원지점 1층 (상계동),,
PHMD120203100034084000009,늘한마음약국,서울특별시 노원구 노해로 494 1층 109호 (상계동),,
PHMD120213100034084000014,프리미엄약국,서울특별시 노원구 동일로 1414 롯데백화점 지하1층 (상계동),,
PHMD120213100034084000013,메디칼약국,서울특별시 노원구 동일로 1550 고려프라자빌딩 2층 206호 (상계동),,
PHMD120213100034084000012,한마음온누리약국,서울특별시 노원구 한글비석로 56 미성상가 105호 (하계동),,
PHMD120213100034084000015,상계온누리약국,서울특별시 노원구 덕릉로 780 104105106호 (상계동 동아불암아파트),,
PHMD120213100034084000010,참빛약국,서울특별시 노원구 동일로 986 102동 1층 131-A호 (공릉동 노원 프레미어스 엠코),,
PHMD120213100034084000009,은사약국,서울특별시 노원구 한글비석로 264 중계그랜드프라자 1층 120호 (중계동),,
PHMD120213100034084000011,중계우리들약국,서울특별시 노원구 동일로204가길 12 홈플러스 지하2층 (중계동),,
PHMD120013100034084000011,위드팜대학약국,서울특별시 노원구 한글비석로 56 1층 10호 (하계동 미성아파트상가),,
PHMD120013100034084000012,우리들약국,서울특별시 노원구 월계로 370 103호 104호 (월계동 희성프라자),,
PHMD120013100034084000018,샘물약국,서울특별시 노원구 노원로 43 (공릉동),,
PHMD120013100034084000019,하니약국,서울특별시 노원구 동일로 1099 (공릉동),,
PHMD120053100034084000015,21세기상계약국,서울특별시 노원구 동일로 1548 (상계동),,
PHMD120053100034084000019,다사랑약국,서울특별시 노원구 한글비석로 254 305호 (중계동 대명프라자),,
PHMD120003100034084000036,삼호성심약국,서울특별시 노원구 마들로 111 308호 (월계동 삼호아파트상가),,
PHMD119833100034084000007,나현약국,서울특별시 노원구 상계로12길 41 (상계동),,
PHMD119933100034084000035,오피앙약국,서울특별시 노원구 동일로 1701 110-1호 (상계동 오피앙오스피스텔 상가),,
PHMD119993100034084000019,지혜약국,서울특별시 노원구 공릉로59길 18 102호 (하계동 삼성시티빌),,
PHMD120073100034084000005,창희약국,서울특별시 노원구 한글비석로 253 세신프라자빌딩 4층 405호 일부호 (중계동),,
PHMD120073100034084000009,친절한약국,서울특별시 노원구 노해로75길 14-2 (상계동),,
PHMD120093100034084000017,후생약국,서울특별시 노원구 동일로227길 26 2층 (상계동 상계주공아파트15단지상가),,
PHMD119843100034084000002,월계약국,서울특별시 노원구 월계로45길 28 1층 2-3호 (월계동 월계아파트형 공장내),,
PHMD119843100034084000003,세브란스약국,서울특별시 노원구 섬밭로 229 201호 (하계동 벽산상가),,
PHMD119973100034084000013,세일약국,서울특별시 노원구 한글비석로 24 108호 (하계동 하계5단지상가),,
PHMD119873100034084000014,우성약국,서울특별시 노원구 한글비석로 463 (상계동),,
PHMD119943100034084000006,온누리영광약국,서울특별시 노원구 동일로228길 35 (상계동),,
PHMD119943100034084000009,화인팜약국,서울특별시 노원구 중계로 160 204호 (중계동 화인상가),,
PHMD119993100034084000027,상계하나로약국,서울특별시 노원구 한글비석로48길 13 (상계동),,
PHMD120043100034084000008,동산약국,서울특별시 노원구 동일로 1280 1층 109호110호 (중계동 무지개아파트단지내상가),,
PHMD120103100034084000025,삼기약국,서울특별시 노원구 중계로 120 (중계동),,
PHMD119983100034084000001,백약국,서울특별시 노원구 동일로 1350 105호 106호 (상계동),,
PHMD120023100034084000009,열방약국,서울특별시 노원구 덕릉로 779 (상계동),,
PHMD120053100034084000021,미래팜약국,서울특별시 노원구 노해로 492 102호 103호 (상계동 프린스빌딩),,
PHMD120083100034084000025,석계태평양약국,서울특별시 노원구 화랑로 321 (월계동 1층),,
PHMD119983100034084000035,중계약국,서울특별시 노원구 중계로14길 29 중계약국 (중계동),,
PHMD120023100034084000026,마들소망약국,서울특별시 노원구 동일로 1530 105호 (상계동 다모아빌딩),,
PHMD120073100034084000011,재성약국,서울특별시 노원구 노해로 452 107호 (상계동 노빌리안골드빌딩),,
PHMD120053100034084000028,복음약국,서울특별시 노원구 마들로 31 214호 (월계동 그랑빌아파트상가),,
PHMD120113100034084000017,아름다운온누리약국,서울특별시 노원구 동일로 1370 1층 (상계동),,
PHMD120093100034084000003,종로모범약국,서울특별시 노원구 덕릉로 730 107호 (상계동),,
PHMD120093100034084000008,중계수암약국,서울특별시 노원구 덕릉로 694 1층 (중계동),,
PHMD120093100034084000009,수약국,서울특별시 노원구 노해로 480 (상계동 1층),,
PHMD120093100034084000013,건민약국,서울특별시 노원구 동일로191길 23 1층 (공릉동),,
PHMD119853100034084000001,백조약국,서울특별시 노원구 공릉로46길 3 102호 (공릉동 평화타운),,
PHMD120063100034084000023,건강플러스약국,서울특별시 노원구 상계로1길 38 (상계동),,
PHMD119903100034084000023,자인당약국,서울특별시 노원구 노해로 506 112호 (상계동 주공6단지 바상가),,
PHMD120063100034084000031,동일약국,서울특별시 노원구 동일로 1343 305호 (상계동 동일프라자),,
PHMD120003100034084000021,온누리보람약국,서울특별시 노원구 한글비석로 474 153호 (상계동 보람상가),,
PHMD120033100034084000030,바다약국,서울특별시 노원구 동일로 1361 208호 (상계동 상계주공2단지아파트상가),,
PHMD119863100034084000012,길약국,서울특별시 노원구 상계로 306 (상계동),,
PHMD119863100034084000014,진약국,서울특별시 노원구 노해로 452 101호 102호 (상계동 노빌리안골드),,
PHMD120013100034084000046,참미소약국,서울특별시 노원구 한글비석로 269 105호 (중계동 마들프라자),,
PHMD120093100034084000006,부용온누리약국,서울특별시 노원구 덕릉로73길 18 102호 (중계동 태인빌딩),,
